Direction,Events,Events/Year,ChiSqr,RSqr,Method,Fit,Alpha,Beta,Xi,POT,,1,,,5,,,10,,,25,,,30,,,40,,,50,,,100,,
All,240,    14.266,yes,     0.000,ML/MOM,weibull3,     0.326,     1.072,     1.850,     1.844,       NaN,     2.661,       NaN,       NaN,     3.111,       NaN,       NaN,     3.301,       NaN,       NaN,     3.550,       NaN,       NaN,     3.599,       NaN,       NaN,     3.676,       NaN,       NaN,     3.736,       NaN,       NaN,     3.921,       NaN,
E,240,    14.266,yes,     0.000,ML/MOM,weibull3,     0.326,     1.072,     1.850,     1.844,       NaN,     2.661,       NaN,       NaN,     3.111,       NaN,       NaN,     3.301,       NaN,       NaN,     3.550,       NaN,       NaN,     3.599,       NaN,       NaN,     3.676,       NaN,       NaN,     3.736,       NaN,       NaN,     3.921,       NaN,
