Direction,Events,Events/Year,ChiSqr,RSqr,Method,Fit,Alpha,Beta,Xi,POT,,1,,,5,,,10,,,25,,,30,,,40,,,50,,,100,,
All,294,    17.478,yes,     0.000,ML/MOM,weibull3,     1.026,     1.498,     4.079,     4.225,       NaN,     6.150,       NaN,       NaN,     6.869,       NaN,       NaN,     7.151,       NaN,       NaN,     7.505,       NaN,       NaN,     7.573,       NaN,       NaN,     7.680,       NaN,       NaN,     7.761,       NaN,       NaN,     8.009,       NaN,
S,216,    12.841,yes,     0.000,ML/MOM,weibull3,     1.043,     1.489,     4.094,     4.225,       NaN,     6.051,       NaN,       NaN,     6.812,       NaN,       NaN,     7.108,       NaN,       NaN,     7.479,       NaN,       NaN,     7.550,       NaN,       NaN,     7.662,       NaN,       NaN,     7.747,       NaN,       NaN,     8.005,       NaN,
SW,78,     4.637,yes,     0.000,ML/MOM,weibull3,     0.955,     1.501,     4.060,     4.225,       NaN,     5.330,       NaN,       NaN,     6.109,       NaN,       NaN,     6.400,       NaN,       NaN,     6.758,       NaN,       NaN,     6.827,       NaN,       NaN,     6.933,       NaN,       NaN,     7.014,       NaN,       NaN,     7.260,       NaN,
