Direction,Events,Events/Year,ChiSqr,RSqr,Method,Fit,Alpha,Beta,Xi,POT,,1,,,5,,,10,,,25,,,30,,,40,,,50,,,100,,
All,821,    48.814,no,     0.000,ML/MOM,weibull3,     0.464,     1.016,     2.259,     2.230,       NaN,     4.022,       NaN,       NaN,     4.738,       NaN,       NaN,     5.045,       NaN,       NaN,     5.451,       NaN,       NaN,     5.531,       NaN,       NaN,     5.658,       NaN,       NaN,     5.757,       NaN,       NaN,     6.062,       NaN,
NE,39,     2.319,yes,     0.000,ML/MOM,weibull3,     0.237,     1.109,     2.214,     2.230,       NaN,     2.417,       NaN,       NaN,     2.745,       NaN,       NaN,     2.879,       NaN,       NaN,     3.051,       NaN,       NaN,     3.085,       NaN,       NaN,     3.138,       NaN,       NaN,     3.179,       NaN,       NaN,     3.304,       NaN,
E,170,    10.108,yes,     0.000,ML/MOM,weibull3,     0.436,     1.111,     2.231,     2.230,       NaN,     3.159,       NaN,       NaN,     3.724,       NaN,       NaN,     3.959,       NaN,       NaN,     4.265,       NaN,       NaN,     4.326,       NaN,       NaN,     4.420,       NaN,       NaN,     4.493,       NaN,       NaN,     4.719,       NaN,
SE,237,    14.091,yes,     0.000,ML/MOM,weibull3,     0.537,     0.967,     2.244,     2.230,       NaN,     3.713,       NaN,       NaN,     4.645,       NaN,       NaN,     5.050,       NaN,       NaN,     5.589,       NaN,       NaN,     5.697,       NaN,       NaN,     5.867,       NaN,       NaN,     5.999,       NaN,       NaN,     6.410,       NaN,
S,376,    22.356,yes,     0.000,ML/MOM,weibull3,     0.588,     1.337,     2.195,     2.230,       NaN,     3.569,       NaN,       NaN,     4.072,       NaN,       NaN,     4.275,       NaN,       NaN,     4.533,       NaN,       NaN,     4.583,       NaN,       NaN,     4.662,       NaN,       NaN,     4.722,       NaN,       NaN,     4.906,       NaN,
