Direction,Events,Events/Year,ChiSqr,RSqr,Method,Fit,Alpha,Beta,Xi,POT,,1,,,5,,,10,,,25,,,30,,,40,,,50,,,100,,
All,120,     7.136,yes,     0.000,ML/MOM,weibull3,     0.240,     1.399,     1.726,     1.741,       NaN,     2.115,       NaN,       NaN,     2.323,       NaN,       NaN,     2.404,       NaN,       NaN,     2.505,       NaN,       NaN,     2.524,       NaN,       NaN,     2.555,       NaN,       NaN,     2.578,       NaN,       NaN,     2.648,       NaN,
W,120,     7.136,yes,     0.000,ML/MOM,weibull3,     0.240,     1.399,     1.726,     1.741,       NaN,     2.115,       NaN,       NaN,     2.323,       NaN,       NaN,     2.404,       NaN,       NaN,     2.505,       NaN,       NaN,     2.524,       NaN,       NaN,     2.555,       NaN,       NaN,     2.578,       NaN,       NaN,     2.648,       NaN,
